iter	Passed	Remaining
163	3361	8935
164	3377	8904
165	3395	8877
166	3414	8853
167	3431	8823
168	3448	8794
169	3466	8767
170	3485	8743
171	3501	8712
172	3520	8688
173	3539	8666
174	3556	8638
175	3573	8608
176	3590	8581
177	3609	8556
178	3625	8527
179	3641	8496
180	3659	8471
181	3677	8445
182	3695	8420
183	3712	8392
184	3730	8368
185	3749	8345
186	3765	8315
187	3781	8288
188	3799	8261
189	3814	8231
190	3829	8200
191	3846	8174
192	3866	8153
193	3885	8131
194	3901	8103
195	3921	8082
196	3936	8052
197	3955	8031
198	3972	8005
199	3991	7982
200	4006	7953
201	4022	7925
202	4039	7900
203	4055	7873
204	4074	7851
205	4093	7829
206	4113	7808
207	4131	7786
208	4150	7765
209	4169	7742
210	4187	7720
211	4204	7695
212	4220	7667
213	4238	7645
214	4254	7618
215	4272	7595
216	4289	7570
217	4306	7546
218	4325	7524
219	4340	7497
220	4357	7472
221	4374	7447
222	4393	7427
223	4412	7407
224	4429	7383
225	4450	7364
226	4468	7342
227	4488	7323
228	4506	7300
229	4525	7279
230	4544	7258
231	4559	7232
232	4575	7207
233	4595	7187
234	4611	7162
235	4629	7139
236	4649	7120
237	4666	7097
238	4686	7078
239	4702	7053
240	4718	7028
241	4736	7007
242	4755	6986
243	4774	6965
244	4794	6946
245	4811	6923
246	4830	6904
247	4849	6883
248	4865	6859
249	4884	6838
250	4903	6817
251	4923	6798
252	4941	6776
253	4960	6756
254	4980	6738
255	4995	6713
256	5012	6690
257	5028	6665
258	5044	6641
259	5060	6618
260	5078	6596
261	5097	6575
262	5116	6556
263	5138	6539
264	5157	6519
265	5176	6499
266	5206	6493
267	5232	6481
268	5254	6466
269	5277	6450
270	5295	6428
271	5317	6411
272	5339	6395
273	5355	6372
274	5374	6351
275	5392	6330
276	5408	6307
277	5422	6280
278	5439	6257
279	5456	6236
280	5475	6216
281	5495	6196
282	5513	6175
283	5533	6157
284	5554	6139
285	5572	6118
286	5590	6097
287	5610	6077
288	5628	6056
289	5646	6035
290	5665	6016
291	5684	5995
292	5703	5976
293	5725	5959
294	5744	5938
295	5766	5921
296	5783	5900
297	5800	5878
298	5817	5856
299	5837	5837
300	5857	5818
301	5876	5798
302	5895	5778
303	5913	5757
304	5931	5736
305	5950	5717
306	5969	5697
307	5990	5678
308	6009	5659
309	6031	5642
310	6049	5622
311	6069	5602
312	6088	5582
313	6107	5562
314	6127	5544
315	6146	5524
316	6165	5503
317	6183	5483
318	6200	5461
319	6217	5440
320	6236	5420
321	6253	5398
322	6274	5381
323	6294	5362
324	6312	5341
325	6331	5321
326	6348	5300
327	6366	5279
328	6382	5257
329	6397	5234
330	6413	5212
331	6434	5194
332	6457	5177
333	6476	5157
334	6495	5138
335	6514	5118
336	6538	5102
337	6559	5084
338	6579	5065
339	6598	5045
340	6618	5027
341	6639	5009
342	6659	4989
343	6680	4971
344	6702	4954
345	6724	4936
346	6745	4917
347	6764	4898
348	6784	4879
349	6806	4861
350	6823	4840
351	6845	4823
352	6864	4803
353	6882	4782
354	6900	4762
355	6919	4742
356	6935	4720
357	6956	4702
358	6972	4680
359	6991	4661
360	7013	4643
361	7030	4622
362	7050	4603
363	7069	4583
364	7092	4566
365	7116	4549
366	7136	4530
367	7157	4512
368	7179	4494
369	7202	4477
370	7221	4457
371	7243	4439
372	7263	4420
373	7283	4401
374	7304	4382
375	7326	4364
376	7346	4345
377	7367	4327
378	7387	4307
379	7408	4289
380	7429	4270
381	7448	4250
382	7469	4232
383	7489	4212
384	7507	4192
385	7528	4173
386	7550	4155
387	7568	4135
388	7588	4116
389	7609	4097
390	7629	4078
391	7650	4059
392	7671	4040
393	7691	4021
394	7710	4001
395	7733	3983
396	7754	3965
397	7773	3945
398	7798	3928
399	7820	3910
400	7841	3891
401	7863	3873
402	7884	3854
403	7904	3834
404	7925	3815
405	7949	3798
406	7967	3778
407	7986	3758
408	8006	3739
409	8027	3720
410	8048	3700
411	8066	3680
412	8086	3661
413	8105	3641
414	8124	3621
415	8143	3601
416	8162	3582
417	8182	3562
418	8203	3543
419	8222	3523
420	8242	3504
421	8260	3484
422	8278	3463
423	8298	3444
424	8320	3426
425	8341	3407
426	8361	3387
427	8379	3367
428	8399	3347
429	8417	3327
430	8436	3308
431	8455	3288
432	8475	3268
433	8495	3249
434	8514	3229
435	8531	3209
436	8554	3190
437	8575	3171
438	8596	3152
439	8617	3133
440	8636	3113
441	8656	3094
442	8676	3074
443	8694	3054
444	8714	3035
445	8731	3014
446	8750	2994
447	8766	2974
448	8783	2953
449	8800	2933
450	8817	2912
451	8834	2892
452	8850	2872
453	8867	2851
454	8884	2831
455	8901	2811
456	8918	2790
457	8934	2770
458	8951	2749
459	8966	2728
460	8981	2708
461	8998	2687
462	9014	2667
463	9029	2646
464	9043	2625
465	9058	2604
466	9074	2584
467	9090	2563
468	9106	2543
469	9122	2523
470	9137	2502
471	9154	2482
472	9170	2462
473	9185	2441
474	9201	2421
475	9214	2400
476	9229	2379
477	9243	2359
478	9258	2338
479	9274	2318
480	9289	2298
481	9302	2277
482	9318	2257
483	9332	2236
484	9346	2216
485	9360	2195
486	9376	2175
487	9390	2155
488	9405	2134
489	9419	2114
490	9434	2094
491	9450	2074
492	9465	2054
493	9477	2033
494	9491	2013
495	9504	1992
496	9518	1972
497	9532	1952
498	9546	1932
499	9559	1911
500	9573	1891
501	9588	1871
502	9600	1851
503	9614	1831
504	9628	1811
505	9641	1791
506	9657	1771
507	9670	1751
508	9683	1731
509	9698	1711
510	9713	1691
511	9726	1671
512	9740	1651
513	9754	1632
514	9768	1612
515	9783	1592
516	9797	1572
517	9811	1553
518	9825	1533
519	9840	1513
520	9855	1494
521	9870	1474
522	9884	1455
523	9896	1435
524	9911	1415
525	9924	1396
526	9937	1376
527	9952	1357
528	9965	1337
529	9980	1318
530	9994	1298
531	10007	1279
532	10020	1259
533	10034	1240
534	10048	1220
535	10064	1201
536	10079	1182
537	10091	1162
538	10105	1143
539	10119	1124
540	10132	1105
541	10144	1085
542	10160	1066
543	10176	1047
544	10191	1028
545	10205	1009
546	10220	990
547	10234	971
548	10249	952
549	10263	933
550	10275	913
551	10289	894
552	10303	875
553	10316	856
554	10331	837
555	10345	818
556	10360	799
557	10376	781
558	10391	762
559	10404	743
560	10419	724
561	10434	705
562	10449	686
563	10464	667
564	10479	649
565	10493	630
566	10508	611
567	10524	592
568	10538	574
569	10553	555
570	10566	536
571	10582	518
572	10599	499
573	10614	480
574	10629	462
575	10645	443
576	10659	424
577	10673	406
578	10689	387
579	10701	369
580	10716	350
581	10732	331
582	10745	313
583	10760	294
584	10775	276
585	10789	257
586	10804	239
587	10817	220
588	10831	202
589	10844	183
590	10859	165
591	10873	146
592	10886	128
593	10901	110
594	10917	91
595	10931	73
596	10946	55
597	10960	36
598	10974	18
599	10989	0
